iter	Accuracy	Logloss
884	0.8921484038	0.2747390136
885	0.8924360081	0.2746186021
886	0.8927236123	0.2744730262
887	0.8928674144	0.2742917023
888	0.8924360081	0.2740567381
889	0.8921484038	0.2739831701
890	0.8921484038	0.2738970162
891	0.8920046017	0.2738198848
892	0.8921484038	0.273755432
893	0.8922922059	0.2736799959
894	0.8921484038	0.2735347338
895	0.8920046017	0.2734442176
896	0.8920046017	0.2734229991
897	0.8925798102	0.2732485299
898	0.8925798102	0.2732177138
899	0.8925798102	0.2731467633
900	0.8925798102	0.2730912628
901	0.8925798102	0.2729514365
902	0.8925798102	0.2729174272
903	0.8925798102	0.2728842415
904	0.8927236123	0.272690644
905	0.8930112166	0.2726580515
906	0.8930112166	0.27262241
907	0.8930112166	0.2725784155
908	0.8928674144	0.2723438468
909	0.8932988208	0.2722580954
910	0.8930112166	0.2721615738
911	0.8932988208	0.2720567215
912	0.893442623	0.2720034342
913	0.8935864251	0.2719231073
914	0.8937302272	0.2718767714
915	0.8937302272	0.2717762238
916	0.8938740293	0.2717036178
917	0.8938740293	0.2716047555
918	0.8938740293	0.2715554381
919	0.8941616336	0.2713732819
920	0.8941616336	0.2713187951
921	0.8947368421	0.2712171783
922	0.8947368421	0.271095134
923	0.8944492378	0.2709742931
924	0.8944492378	0.270892872
925	0.8944492378	0.270805707
926	0.8944492378	0.2707115566
927	0.8943054357	0.2706547183
928	0.8944492378	0.2706321959
929	0.8943054357	0.2705896594
930	0.8944492378	0.2704757485
931	0.8944492378	0.2702983099
932	0.8944492378	0.2702801889
933	0.8943054357	0.270168064
934	0.8941616336	0.2700965119
935	0.8944492378	0.2700649982
936	0.8948806442	0.2699546374
937	0.8948806442	0.2698635566
938	0.8953120506	0.2697981423
939	0.8954558527	0.2697250363
940	0.8955996549	0.2696594619
941	0.8955996549	0.2695953043
942	0.8948806442	0.2694831285
943	0.8948806442	0.2694210029
944	0.8948806442	0.2693976604
945	0.8948806442	0.2693887422
946	0.8948806442	0.2692694808
947	0.8953120506	0.2691077756
948	0.8951682485	0.2689883879
949	0.8951682485	0.2688497998
950	0.8950244464	0.268734768
951	0.8950244464	0.268679404
952	0.8953120506	0.2685201386
953	0.8954558527	0.2684018483
954	0.8955996549	0.2683569347
955	0.8955996549	0.2681966788
956	0.8954558527	0.2681276675
957	0.8954558527	0.2680288522
958	0.8954558527	0.2678693178
959	0.8954558527	0.2677579991
960	0.8955996549	0.2676607061
961	0.895743457	0.2675683825
962	0.8960310613	0.2674951776
963	0.8958872591	0.267395609
964	0.8960310613	0.2673181136
965	0.8960310613	0.2670795992
966	0.8961748634	0.2670106213
967	0.8964624676	0.2668291283
968	0.8964624676	0.2667102687
969	0.8967500719	0.2665573259
970	0.8967500719	0.266314998
971	0.8967500719	0.266123577
972	0.8970376762	0.2660073177
973	0.8967500719	0.2659688636
974	0.8967500719	0.2658995585
975	0.8967500719	0.2657963219
976	0.8966062698	0.26570112
977	0.8966062698	0.2656767643
978	0.8967500719	0.2655445238
979	0.8964624676	0.2654023174
980	0.896893874	0.2652056568
981	0.896893874	0.2651820374
982	0.896893874	0.265058458
983	0.8970376762	0.2649856111
984	0.8970376762	0.2648809276
985	0.8973252804	0.2647928183
986	0.8973252804	0.2646038242
987	0.8973252804	0.2645195858
988	0.8974690825	0.2644039637
989	0.8977566868	0.2643101038
990	0.8980442911	0.2642096686
991	0.8977566868	0.2641281393
992	0.8976128847	0.2640018056
993	0.8977566868	0.2639288665
994	0.8977566868	0.2638865114
995	0.8983318953	0.2638095189
996	0.8986194996	0.2636722941
997	0.8989071038	0.2635932117
998	0.8986194996	0.2635326523
999	0.8984756974	0.2634821387
